"Kod";"Nazwa";"ogółem;2019;[tys. zł]";"ogółem;2020;[tys. zł]";"ogółem;2021;[tys. zł]";"ogółem;2022;[tys. zł]";"ogółem;2023;[tys. zł]";"ogółem;2024;[tys. zł]";
0000000;"POLSKA";640044078,5;624911434,1;706223724,2;843307472,8;886231475,4;913591390,8;
